"Url","Drug name:","Company name:","Active Ingredient:","Legal Status:"
"https://www.medicines.org.uk/emc/product/7827/smpc","Sandostatin 500 microgram/1 ml, solution for injection/infusion","Novartis Pharmaceuticals UK Ltd","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7822/smpc","Sandostatin 50 microgram/1 ml, solution for injection/infusion","Novartis Pharmaceuticals UK Ltd","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7825/smpc","Sandostatin 100 microgram/1 ml, solution for injection/infusion","Novartis Pharmaceuticals UK Ltd","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/959/smpc","Sando-K","HK Pharma Limited","potassium chloride,potassium bicarbonate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1191/smpc","Sandocal 1000 Effervescent Tablets","GlaxoSmithKline Consumer Healthcare","calcium carbonate,calcium lactate gluconate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1036/smpc","SANDIMMUN Concentrate for Solution for Infusion 50mg/ml","Novartis Pharmaceuticals UK Ltd","ciclosporin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1211/smpc","SANCUSO 3.1 mg/24 hours transdermal patch","Kyowa Kirin Ltd","granisetron","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9813/smpc","Samsca 7.5 mg","Otsuka Pharmaceuticals (UK) Ltd","tolvaptan","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7974/smpc","Samsca 30 mg tablets","Otsuka Pharmaceuticals (UK) Ltd","tolvaptan","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6635/smpc","Samsca 15 mg tablets","Otsuka Pharmaceuticals (UK) Ltd","tolvaptan","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5804/smpc","Salvacyl, 11.25 mg powder and solvent for prolonged-release suspension for injection","Ipsen Ltd","triptorelin embonate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/143/smpc","Salofalk Suppositories 500mg","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/141/smpc","Salofalk Enema 2g","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5785/smpc","Salofalk 500mg gastro-resistant tablets","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/139/smpc","Salofalk 500mg gastro-resistant prolonged-release granules","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2802/smpc","Salofalk 3g gastro-resistant prolonged-release granules","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/144/smpc","Salofalk 250mg Tablets","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/142/smpc","Salofalk 1g/actuation Rectal Foam","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5786/smpc","Salofalk 1g Suppositories","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9286/smpc","Salofalk 1g gastro resistant tablets","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/140/smpc","Salofalk 1000mg gastro-resistant prolonged-release granules","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6353/smpc","Salofalk 1.5g gastro-resistant prolonged-release granules","Dr. Falk Pharma UK Ltd","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7278/smpc","Saline Steripoules 2.5ml","Galen Limited","sodium chloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3215/smpc","Saline Nebuliser Solution (Sodium Chloride 0.9% w/v) (Arrow)","Accord-UK Ltd","sodium chloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4557/smpc","Salbutamol Syrup 2mg/5ml","Pinewood Healthcare","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4961/smpc","Salicylic Acid Ointment BP","Thornton & Ross Ltd","salicylic acid","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3214/smpc","Salbutamol 5mg/2.5ml Nebuliser Solution (Arrow)","Accord-UK Ltd","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5857/smpc","Salbutamol 4 mg Tablets BP","Accord-UK Ltd","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10257/smpc","Salbutamol 2mg/ml nebuliser solution","Cipla EU Ltd","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3209/smpc","Salbutamol 2.5mg/2.5ml Nebuliser Solution (Arrow)","Accord-UK Ltd","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5856/smpc","Salbutamol 2 mg Tablets BP","Accord-UK Ltd","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10256/smpc","Salbutamol 1mg/ml nebuliser solution","Cipla EU Ltd","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9734/smpc","Salbulin Novolizer 100 micrograms / dose Inhalation Powder","Mylan","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6246/smpc","Salbulin MDPI Novolizer 100 micrograms / dose Inhalation Powder","Mylan","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3838/smpc","Salazopyrin Tablets","Pfizer Limited","sulfasalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6686/smpc","Salazopyrin En-Tabs","Pfizer Limited","sulfasalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3767/smpc","Salatac Gel","Dermal Laboratories Limited","salicylic acid,lactic acid","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/3839/smpc","Salazopyrin Suppositories","Pfizer Limited","sulfasalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2070/smpc","Salamol Easi-Breathe CFC-Free Inhaler","Teva UK Limited","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3766/smpc","Salactol Collodion","Dermal Laboratories Limited","salicylic acid,lactic acid","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1370/smpc","Salagen 5 mg Film Coated Tablets","Merus Labs Luxco II S.à R.L.","pilocarpine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1419/smpc","Saizen 8 mg click.easy powder and solvent for solution for injection","Merck","somatropin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8127/smpc","Saizen 8mg/ml solution for injection in cartridge","Merck","somatropin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4497/smpc","Saizen 5.83 mg/ml solution for injection in cartridge","Merck","somatropin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5115/smpc","SAFLUTAN 15 micrograms/ml eye drops, solution, in single-dose container","Santen UK Limited","tafluprost","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10425/smpc","Saflutan 15 micrograms/ml eye drops, solution","Santen UK Limited","tafluprost","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4279/smpc","Sabril 500 mg film-coated tablets","SANOFI","vigabatrin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4278/smpc","Sabril 500 mg granules for oral solution","SANOFI","vigabatrin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5940/smpc","Quinoderm 5% / 0.5% w/w Cream","Alliance Pharmaceuticals","potassium hydroxyquinoline sulfate,benzoyl peroxide, hydrous","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/3122/smpc","Quinine Sulphate 300mg Coated Tablets","Wockhardt UK Ltd","quinine sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5939/smpc","Quinoderm 10% / 0.5% w/w Cream","Alliance Pharmaceuticals","potassium hydroxyquinoline sulfate,benzoyl peroxide, hydrous","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/4554/smpc","Quinine Sulfate Tablets BP 300mg","Accord-UK Ltd","quinine sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5866/smpc","Quinine Sulfate Tablets BP 200mg","Accord-UK Ltd","quinine sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7157/smpc","Quinapril 5 mg Tablets","Lupin Healthcare (UK) Ltd","quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7160/smpc","Quinapril 40 mg Tablets","Lupin Healthcare (UK) Ltd","quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7159/smpc","Quinapril 20 mg Tablets","Lupin Healthcare (UK) Ltd","quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7158/smpc","Quinapril 10 mg Tablets","Lupin Healthcare (UK) Ltd","quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7369/smpc","Quinagolide 75 micrograms Tablets","Aspire Pharma Ltd ","quinagolide hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7368/smpc","Quinagolide 50 micrograms Tablets","Aspire Pharma Ltd ","quinagolide hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7367/smpc","Quinagolide 25 micrograms Tablets","Aspire Pharma Ltd ","quinagolide hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2516/smpc","Quetiapine Rosemont 20mg/ml Oral Suspension","Rosemont Pharmaceuticals Limited","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7199/smpc","Quetiapine 300mg film-coated tablets","Consilient Health Ltd","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4025/smpc","Quetiapine 300mg film-coated tablets","Accord-UK Ltd","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8252/smpc","Quetiapine 300 mg film-coated tablets","Mylan","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4141/smpc","Quetiapine 300 mg Film-coated Tablets","Sandoz Limited","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3075/smpc","Quetiapine 300 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8230/smpc","Quetiapine 300 mg  Film-coated Tablets","Accord Healthcare Limited ","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7201/smpc","Quetiapine 25mg film-coated tablets","Consilient Health Ltd","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4029/smpc","Quetiapine 25mg film-coated tablets","Accord-UK Ltd","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4170/smpc","Quetiapine 25 mg  film-coated tablets","Accord Healthcare Limited ","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7200/smpc","Quetiapine 200mg film-coated tablets","Consilient Health Ltd","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2740/smpc","Quetiapine 25 mg film-coated tablets","Mylan","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3079/smpc","Quetiapine 25 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4026/smpc","Quetiapine 200mg film-coated tablets","Accord-UK Ltd","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4142/smpc","Quetiapine 200 mg Film-coated Tablets","Sandoz Limited","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8253/smpc","Quetiapine 200 mg film-coated tablets","Mylan","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8231/smpc","Quetiapine 200 mg  Film-coated Tablets","Accord Healthcare Limited ","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3076/smpc","Quetiapine 200 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7193/smpc","Quetiapine 150mg film-coated tablets","Consilient Health Ltd","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4027/smpc","Quetiapine 150mg film-coated tablets","Accord-UK Ltd","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8254/smpc","Quetiapine 150 mg film-coated tablets","Mylan","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4143/smpc","Quetiapine 150 mg Film-coated Tablets","Sandoz Limited","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3077/smpc","Quetiapine 150 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8232/smpc","Quetiapine 150 mg  Film-coated Tablets","Accord Healthcare Limited ","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2165/smpc","Quetiapine 100mg film-coated tablets","Consilient Health Ltd","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4028/smpc","Quetiapine 100mg film-coated tablets","Accord-UK Ltd","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8255/smpc","Quetiapine 100 mg film-coated tablets","Mylan","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4144/smpc","Quetiapine 100 mg Film-coated Tablets","Sandoz Limited","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8233/smpc","Quetiapine 100 mg  Film-coated Tablets","Accord Healthcare Limited ","quetiapine hemifumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10589/smpc","Questran_4g in 9g","Cheplapharm Arzneimittel GmbH","colestyramine anhydrous","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3078/smpc","Quetiapine 100 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","quetiapine fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10588/smpc","Questran Light 4g/sachet Powder for Oral Suspension","Cheplapharm Arzneimittel GmbH","colestyramine anhydrous","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/666/smpc","Quadrivalent Influenza vaccine (Split virion, inactivated)","Sanofi Pasteur","influenza vaccine (split virion, inactivated)","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6536/smpc","Qlaira  film-coated tablets","Bayer plc","estradiol valerate,dienogest","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2312/smpc","Qtern 5 mg/10 mg film-coated tablets","AstraZeneca UK Limited","saxagliptin hydrochloride,dapagliflozin propanediol monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9441/smpc","Qarziba (Dinutuximab beta) 4.5 mg/mL concentrate for solution for infusion","Eusa Pharma UK","dinutuximab beta","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6082/smpc","Olanzapine 10 mg Film-coated Tablets","Accord Healthcare Limited ","olanzapine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3608/smpc","Oily Phenol Injection 5% w/v","Martindale Pharma, an Ethypharm Group Company","phenol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/489/smpc","Oilatum Shower Gel Fragrance-Free","Thornton & Ross Ltd","light liquid paraffin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/5457/smpc","Oilatum Plus","Thornton & Ross Ltd","triclosan,benzalkonium chloride,light liquid paraffin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/184/smpc","Oilatum Junior Cream (tube)","Thornton & Ross Ltd","white soft paraffin,light liquid paraffin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/8151/smpc","Oilatum Junior Cream (pump)","Thornton & Ross Ltd","light liquid paraffin,white soft paraffin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/5454/smpc","Oilatum Emollient","Thornton & Ross Ltd","liquid paraffin, light","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/5453/smpc","Oilatum Cream (tube)","Thornton & Ross Ltd","white soft paraffin,light liquid paraffin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/5455/smpc","Oilatum Junior Bath Additive","GlaxoSmithKline Consumer Healthcare","light liquid paraffin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/5456/smpc","Oilatum Gel","GlaxoSmithKline Consumer Healthcare","light liquid paraffin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/8150/smpc","Oilatum Cream (pump)","Thornton & Ross Ltd","light liquid paraffin,white soft paraffin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/7283/smpc","Oftaquix Unit Dose 5 mg/ml eye drops, solution in single dose container","Santen UK Limited","levofloxacin hemihydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7284/smpc","Oftaquix 5 mg/ml eye drops, solution","Santen UK Limited","levofloxacin hemihydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8480/smpc","Ofloxacin 400 mg Tablets","Mylan","ofloxacin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8481/smpc","Ofloxacin 200 mg Tablets","Mylan","ofloxacin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7705/smpc","Ofev 150 mg soft capsules","Boehringer Ingelheim Limited","nintedanib esilate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3368/smpc","Ofcram PR 200mg Prolonged Release Hard Capsules","ADVANZ Pharma","dipyridamole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1786/smpc","Ofev 100 mg soft capsules","Boehringer Ingelheim Limited","nintedanib esilate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/353/smpc","Oestrogel Pump-Pack 750 micrograms/actuation Gel","Besins Healthcare (UK) Ltd","estradiol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7262/smpc","Odefsey 200 mg/25 mg/25 mg Film-coated Tablets","Gilead Sciences Ltd","emtricitabine,rilpivirine hydrochloride,tenofovir alafenamide fumarate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4910/smpc","Odour Free Lloyds Cream","Thornton & Ross Ltd","diethylamine salicylate","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6404/pil","Octreotide 50micrograms / ml solution for injection","Ranbaxy (UK) Limited a Sun Pharmaceutical Company","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1343/smpc","Ocufen","Allergan Ltd","flurbiprofen sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6312/smpc","Octreotide 500micrograms / ml solution for injection","Ranbaxy (UK) Limited a Sun Pharmaceutical Company","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/376/smpc","Octreotide 50 micrograms/1 ml Solution for Injection","Hospira UK Ltd","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6311/pil","Octreotide 200micrograms / ml solution for injection","Ranbaxy (UK) Limited a Sun Pharmaceutical Company","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/375/smpc","Octreotide 500 micrograms/1 ml Solution for Injection","Hospira UK Ltd","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/374/smpc","Octreotide 200 micrograms/ml Solution for injection","Hospira UK Ltd","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6310/smpc","Octreotide 100microgram / ml solution for injection","Ranbaxy (UK) Limited a Sun Pharmaceutical Company","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/373/smpc","Octreotide 100 micrograms/1ml Solution for Injection","Hospira UK Ltd","octreotide acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/111/smpc","Octim Injection","Ferring Pharmaceuticals Ltd","desmopressin acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/89/smpc","Octim Nasal Spray","Ferring Pharmaceuticals Ltd","desmopressin acetate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4479/smpc","Octasa 800 mg modified-release tablets","Tillotts Pharma UK Limited","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2827/smpc","Octasa 400 mg modified-release tablets","Tillotts Pharma UK Limited","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10803/smpc","Octasa 1600 mg modified-release tablets","Tillotts Pharma UK Limited","mesalazine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6566/smpc","octaplex 500 IU","Octapharma Limited","protein c,protein s,human coagulation factor II,human coagulation factor VII,human coagulation factor IX,human coagulation factor X","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7958/smpc","octaplex 1000 IU","Octapharma Limited","human coagulation factor II,human coagulation factor IX,human coagulation factor VII,human coagulation factor X,protein c,protein s","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4171/smpc","octaplasLG solution for infusion","Octapharma Limited","human plasma proteins","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2776/smpc","octanine 500 IU","Octapharma Limited","factor IX","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7941/smpc","octanine 1000 IU","Octapharma Limited","factor IX","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7940/smpc","Octanate LV 200 IU/ml powder and solvent for solution for injection","Octapharma Limited","von willebrand factor,human coagulation factor VIII,von willebrand factor,von willebrand factor","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6991/smpc","Octanate LV 100 IU/ml powder and solvent for solution for injection","Octapharma Limited","von willebrand factor,human coagulation factor VIII","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6555/smpc","Octagam 5%, solution for infusion","Octapharma Limited","human normal immunoglobulin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4701/smpc","Octagam 10%, solution for infusion","Octapharma Limited","human normal immunoglobulin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8898/smpc","OCREVUS 300 mg concentrate for solution for infusion","Roche Products Limited","ocrelizumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5589/smpc","Occlusal","Alliance Pharmaceuticals","salicylic acid","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/2561/smpc","OCALIVA 5mg  film-coated tablets","Intercept Pharma UK & Ireland","obeticholic acid","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7630/smpc","OCALIVA 10mg film-coated tablets","Intercept Pharma UK & Ireland","obeticholic acid","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9199/smpc","OBIZUR 500 U powder and solvent for solution for injection","Shire Pharmaceuticals Limited","antihaemophilic factor,porcine factor viii:c,susoctocog alfa","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7342/smpc","Panitaz 20 micrograms/h Transdermal Patches","Dr. Reddy's Laboratories (UK) Ltd","buprenorphine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7341/smpc","Panitaz 10 micrograms/h Transdermal Patches","Dr. Reddy's Laboratories (UK) Ltd","buprenorphine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3793/smpc","Pancuronium Bromide 2 mg/ml Injection","Hospira UK Ltd","pancuronium bromide","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1057/smpc","Pancrex V Tablets","Essential Pharmaceuticals Ltd","pancreatin","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1056/smpc","Pancrex V Powder","Essential Pharmaceuticals Ltd","pancreatin","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1058/smpc","Pancrex V Forte Tablets","Essential Pharmaceuticals Ltd","pancreatin","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1055/smpc","Pancrex V Capsules","Essential Pharmaceuticals Ltd","pancreatin","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1054/smpc","Pancrex V Capsules 125mg","Essential Pharmaceuticals Ltd","pancreatin","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1053/smpc","Pancrex Granules","Essential Pharmaceuticals Ltd","pancreatin","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1511/smpc","Pancrease HL Capsules","Janssen-Cilag Ltd","pancreatin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5340/smpc","Panadol Period Pain 500mg/65mg Tablets","GlaxoSmithKline Consumer Healthcare","paracetamol,caffeine","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3922/smpc","Panadol Ultra Tablets","GlaxoSmithKline Consumer Healthcare","paracetamol,codeine phosphate hemihydrate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/6474/smpc","Panadol Original Tablets","GlaxoSmithKline Consumer Healthcare","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3919/smpc","Panadol NightPain Film-coated Tablets","GlaxoSmithKline Consumer Healthcare","paracetamol,diphenhydramine hydrochloride","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/4503/smpc","Panadol Extra Advance 500mg/65mg Tablets (P)","GlaxoSmithKline Consumer Healthcare","paracetamol,caffeine","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/6473/smpc","Panadol Extra Soluble Tablets","GlaxoSmithKline Consumer Healthcare","paracetamol,caffeine","P: Pharmacy,GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/4504/smpc","Panadol Extra Advance 500mg/65mg Tablets (GSL)","GlaxoSmithKline Consumer Healthcare","paracetamol,caffeine","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/742/smpc","Panadol Advance 500 mg Tablets (P)","GlaxoSmithKline Consumer Healthcare","paracetamol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/6512/smpc","Panadol Advance 500 mg Tablets","GlaxoSmithKline Consumer Healthcare","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6482/smpc","Panadol ActiFast Tablets (GSL)","GlaxoSmithKline Consumer Healthcare","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6492/smpc","Panadol ActiFast Soluble Tablets","GlaxoSmithKline Consumer Healthcare","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3152/smpc","Pamsvax XL 400 micrograms capsules","Accord-UK Ltd","tamsulosin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6454/smpc","Pamidronate Disodium 9 mg/ml Sterile Concentrate","Hospira UK Ltd","pamidronate disodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6455/smpc","Pamidronate Disodium 3 mg/ml Sterile Concentrate","Hospira UK Ltd","pamidronate disodium","POM: Prescription only medicine"
